ID,mcc,mnc,country,operator,isvaild,country_en
3341,404,41,印度,Chennai,1,India
3342,404,42,印度,Tamil Nadu,1,India
3343,404,44,印度,Karnataka,1,India
3344,404,45,印度,Karnataka,1,India
3345,404,46,印度,Kerala,1,India
3346,404,48,印度,Unknown,1,India
3347,404,49,印度,Andhra Pradesh,1,India
3348,404,51,印度,Himachal Pradesh,1,India
3349,404,52,印度,Orissa,1,India
3350,404,53,印度,Punjab,1,India
3351,404,54,印度,Uttar Pradesh (West),1,India
3352,404,55,印度,Uttar Pradesh (East),1,India
3353,404,71,印度,Karnataka (Bangalore),1,India
3354,404,56,印度,Uttar Pradesh (West),1,India
3355,404,57,印度,Gujarat,1,India
3356,404,58,印度,Madhya Pradesh & Chhattisgarh,1,India
3357,404,59,印度,Rajasthan,1,India
3358,404,60,印度,Rajasthan,1,India
3359,404,62,印度,Jammu & Kashmir,1,India
3360,404,64,印度,Chennai,1,India
3361,404,66,印度,Maharashtra & Goa,1,India
3362,404,67,印度,Madhya Pradesh & Chhattisgarh,1,India
3363,404,68,印度,Delhi & NCR,1,India
3364,404,69,印度,Mumbai,1,India
3365,404,72,印度,Kerala,1,India
3366,404,74,印度,West Bengal,1,India
3367,404,76,印度,Orissa,1,India
3368,404,78,印度,Madhya Pradesh & Chattishgarh,1,India
3369,404,80,印度,Bharat Sanchar Nigam Limited,1,India
3370,404,81,印度,Kolkata,1,India
3371,404,82,印度,Himachal Pradesh,1,India
3372,404,83,印度,Kolkata,1,India
3373,404,84,印度,Chennai,1,India
3374,404,85,印度,West Bengal,1,India
3375,404,86,印度,Karnataka,1,India
3376,404,87,印度,Rajisthan,1,India
3377,404,88,印度,Vodafone Punjab,1,India
3378,404,89,印度,Uttar Pradesh (East),1,India
3379,404,90,印度,Maharashtra & Goa,1,India
3380,404,91,印度,Kolkata,1,India
3381,404,92,印度,Mumbai,1,India
3382,404,93,印度,Madhya Pradesh,1,India
3383,404,96,印度,Haryana,1,India
3384,405,1,印度,Andhra Pradesh,1,India
3385,405,3,印度,Bihar,1,India
3386,405,4,印度,Chennai,1,India
3387,405,5,印度,Delhi & NCR,1,India
3388,405,9,印度,Jammu & Kashmir,1,India
3389,405,10,印度,Karnataka,1,India
3390,405,13,印度,Maharashtra & Goa,1,India
3391,405,25,印度,Andhra Pradesh,1,India
3392,405,26,印度,Assam,1,India
3393,405,27,印度,Bihar/Jharkhand,1,India
3394,405,29,印度,Delhi,1,India
3395,405,30,印度,Gujarat,1,India
3396,405,31,印度,Haryana,1,India
3397,405,32,印度,Himachal Pradesh,1,India
3398,405,33,印度,Jammu & Kashmir,1,India
3399,405,34,印度,Karnataka,1,India
3400,405,35,印度,Kerala,1,India
3401,405,36,印度,Kolkata,1,India
3402,405,37,印度,Maharashtra & Goa,1,India
3403,405,38,印度,Madhya Pradesh,1,India
3404,405,39,印度,Mumbai,1,India
3405,405,41,印度,Orissa,1,India
3406,405,42,印度,Punjab,1,India
3407,405,43,印度,Rajasthan,1,India
3408,405,44,印度,Tamil Nadu including Chennai,1,India
3409,405,45,印度,[Uttar Pradesh (E)],1,India
3410,405,46,印度,[Uttar Pradesh (W) & Uttarkhand ],1,India
3411,405,47,印度,[West Bengal],1,India
3412,405,51,印度,West Bengal,1,India
3413,405,52,印度,Bihar & Jharkhand,1,India
3414,405,54,印度,Uttar Pradesh (East),1,India
3415,405,55,印度,Jammu & Kashmir,1,India
3416,405,56,印度,Assam,1,India
3417,405,66,印度,Uttar Pradesh (West),1,India
3418,405,70,印度,Bihar & Jharkhand,1,India
3419,405,750,印度,Jammu & Kashmir,1,India
3420,405,751,印度,Assam,1,India
3421,405,752,印度,Bihar & Jharkhand,1,India
3422,405,753,印度,Orissa,1,India
3423,405,754,印度,Himachal Pradesh,1,India
3424,405,755,印度,North East,1,India
3425,405,756,印度,Madhya Pradesh & Chhattisgarh,1,India
3426,405,799,印度,Mumbai,1,India
3427,405,800,印度,Delhi & NCR,1,India
3428,405,801,印度,Andhra Pradesh,1,India
3429,405,802,印度,Gujarat,1,India
3430,405,803,印度,Karnataka,1,India
3431,405,804,印度,Maharashtra & Goa,1,India
3432,405,805,印度,Mumbai,1,India
3433,405,806,印度,Rajasthan,1,India
3434,405,807,印度,Haryana,1,India
3435,405,808,印度,Madhya Pradesh,1,India
3436,405,809,印度,Kerala,1,India
3437,405,810,印度,Uttar Pradesh (East),1,India
3438,405,811,印度,Uttar Pradesh (West),1,India
3439,405,812,印度,Punjab,1,India
3440,405,819,印度,Andhra Pradesh,1,India
3441,405,818,印度,Uttar Pradesh (West),1,India
3442,405,820,印度,Karnataka,1,India
3443,405,821,印度,Kerala,1,India
3444,405,822,印度,Kolkata,1,India
3445,405,824,印度,Assam,1,India
3446,405,827,印度,Gujarat,1,India
3447,405,834,印度,Madhya Pradesh,1,India
3448,405,844,印度,Delhi & NCR,1,India
3449,405,845,印度,Assam,1,India
3450,405,86,印度,Jammu & Kashmir,1,India
3451,405,848,印度,Kolkata,1,India
3452,405,850,印度,Orissa,1,India
3453,405,855,印度,Assam,1,India
3454,405,864,印度,Kolkata,1,India
3455,405,865,印度,Madhya Pradesh,1,India
3456,405,875,印度,Assam,1,India
3457,405,880,印度,West Bengal,1,India
3458,405,881,印度,Assam,1,India
3459,405,912,印度,Andhra Pradesh,1,India
3460,405,913,印度,Delhi & NCR,1,India
3461,405,914,印度,Gujarat,1,India
3462,405,917,印度,Kerala,1,India
3463,404,927,印度,Gujarat,1,India
3464,405,929,印度,Maharashtra,1,India
3465,510,0,印度尼西亚,PT Pasifik Satelit Nusantara (ACeS),1,Indonesia
3466,510,1,印度尼西亚,PT Indonesian Satellite Corporation Tbk (INDOSAT),1,Indonesia
3467,510,3,印度尼西亚,PT Indosat Tbk,1,Indonesia
3468,510,7,印度尼西亚,PT Telkom,1,Indonesia
3469,510,8,印度尼西亚,PT Natrindo Telepon Seluler,1,Indonesia
3470,510,9,印度尼西亚,PT Smart Telecom,1,Indonesia
3471,510,10,印度尼西亚,PT Telekomunikasi Selular,1,Indonesia
3472,510,11,印度尼西亚,PT XL Axiata Tbk,1,Indonesia
3473,510,20,印度尼西亚,PT Telkom Indonesia Tbk,1,Indonesia
3474,510,21,印度尼西亚,PT Indonesian Satellite Corporation Tbk (INDOSAT),1,Indonesia
3475,510,27,印度尼西亚,PT Sampoerna Telekomunikasi Indonesia,1,Indonesia
3476,510,28,印度尼西亚,PT Mobile-8 Telecom,1,Indonesia
3477,510,89,印度尼西亚,PT Hutchison CP Telecommunications,1,Indonesia
3478,510,99,印度尼西亚,PT Bakrie Telecom,1,Indonesia
3479,432,11,伊朗,Mobile Communications Company of Iran,1,Iran
3480,432,14,伊朗,KFZO,1,Iran
3481,432,19,伊朗,Mobile Telecommunications Company of Esfahan,1,Iran
3482,432,32,伊朗,Rafsanjan Industrial Complex,1,Iran
3483,432,35,伊朗,Irancell Telecommunications Services Company,1,Iran
3484,432,70,伊朗,Telephone Communications Company of Iran,1,Iran
3485,432,93,伊朗,Iraphone,1,Iran
3486,418,5,伊拉克,Asia Cell Telecommunications Company,1,Iraq
3487,418,20,伊拉克,Zain Iraq,1,Iraq
3488,418,30,伊拉克,Zain Iraq,1,Iraq
3489,418,40,伊拉克,Korek Telecom Ltd,1,Iraq
3490,418,45,伊拉克,Mobitel Co. Ltd.,1,Iraq
3491,418,92,伊拉克,Omnnea Wireless,1,Iraq
3492,272,1,爱尔兰共和国,Vodafone Ireland,1,Republic of Ireland
3493,272,2,爱尔兰共和国,O2 Ireland,1,Republic of Ireland
3494,272,3,爱尔兰共和国,Meteor Mobile Communications,1,Republic of Ireland
3495,272,4,爱尔兰共和国,Access Telecom,1,Republic of Ireland
3496,272,5,爱尔兰共和国,Hutchison 3G Ireland limited,1,Republic of Ireland
3497,272,7,爱尔兰共和国,Eircom Mobile,1,Republic of Ireland
3498,272,9,爱尔兰共和国,Clever Communications,1,Republic of Ireland
3499,272,11,爱尔兰共和国,Liffey Telecom,1,Republic of Ireland
3500,234,58,英国,Manx Telecom,1,United Kingdom
3501,234,9,英国,Cable & Wireless Isle of Man Ltd.,1,United Kingdom
3502,234,0,英国,Cloud 9 Mobile Communications PLC,1,United Kingdom
3503,425,1,以色列&巴勒斯坦,Partner Communications Company Ltd,1,Israel & Palestine
3504,222,1,意大利,Telecom Italia SpA,1,Italy
3505,222,10,意大利,Vodafone Omnitel N.V.,1,Italy
3506,222,30,意大利,Rete Ferroviaria Italiana,1,Italy
3507,222,88,意大利,Wind Telecomunicazioni SpA,1,Italy
3508,222,99,意大利,Hutchison 3G,1,Italy
3509,612,1,科特迪瓦,Cora de Comstar,1,C?te d'Ivoire
3510,612,4,科特迪瓦,Comium Ivory Coast Inc,1,C?te d'Ivoire
3511,612,6,科特迪瓦,ORICEL,1,C?te d'Ivoire
3512,338,20,牙买加,Cable & Wireless,1,Jamaica
3513,338,50,牙买加,Digicel (Jamaica) Limited,1,Jamaica
3514,338,70,牙买加,Oceanic Digital Jamaica Limited,1,Jamaica
3515,338,180,牙买加,Cable & Wireless,1,Jamaica
3516,440,0,日本,EMOBILE Limited,1,Japan
3517,440,1,日本,NTT docomo,1,Japan
3518,440,2,日本,NTT DoCoMo Kansai,1,Japan
3519,440,3,日本,NTT DoCoMo Hokuriku,1,Japan
3520,440,4,日本,SoftBank Mobile Corp,1,Japan
3521,440,6,日本,SoftBank Mobile Corp,1,Japan
3522,440,7,日本,KDDI Corporation,1,Japan
3523,440,8,日本,KDDI Corporation,1,Japan
3524,440,9,日本,NTT DoCoMo Kansai,1,Japan
3525,440,10,日本,NTT DoCoMo Kansai,1,Japan
3526,440,11,日本,NTT DoCoMo Tokai,1,Japan
3527,440,12,日本,NTT DoCoMo,1,Japan
3528,440,13,日本,NTT DoCoMo,1,Japan
3529,440,14,日本,NTT DoCoMo Tohoku,1,Japan
3530,440,15,日本,NTT DoCoMo,1,Japan
3531,440,16,日本,NTT DoCoMo,1,Japan
3532,440,17,日本,NTT DoCoMo,1,Japan
3533,440,18,日本,NTT DoCoMo Tokai,1,Japan
3534,440,19,日本,NTT DoCoMo Hokkaido,1,Japan
3535,440,20,日本,SoftBank Mobile Corp,1,Japan
3536,440,21,日本,NTT DoCoMo,1,Japan
3537,440,22,日本,NTT DoCoMo Kansai,1,Japan
3538,440,23,日本,NTT DoCoMo Tokai,1,Japan
3539,440,24,日本,NTT DoCoMo Chugoku,1,Japan
3540,440,25,日本,NTT DoCoMo Hokkaido,1,Japan
3541,440,26,日本,NTT DoCoMo Kyushu,1,Japan
3542,440,27,日本,NTT DoCoMoTohoku,1,Japan
3543,440,28,日本,NTT DoCoMo Shikoku,1,Japan
3544,440,29,日本,NTT DoCoMo,1,Japan
3545,440,30,日本,NTT DoCoMo,1,Japan
3546,440,31,日本,NTT DoCoMo Kansai,1,Japan
3547,440,32,日本,NTT DoCoMo,1,Japan
3548,440,33,日本,NTT DoCoMo Tokai,1,Japan
3549,440,34,日本,NTT DoCoMo Kyushu,1,Japan
3550,440,35,日本,NTT DoCoMo Kansai,1,Japan
3551,440,36,日本,NTT DoCoMo,1,Japan
3552,440,37,日本,NTT DoCoMo,1,Japan
3553,440,38,日本,NTT DoCoMo,1,Japan
3554,440,39,日本,NTT DoCoMo,1,Japan
3555,440,40,日本,SoftBank Mobile Corp,1,Japan
3556,440,41,日本,SoftBank Mobile Corp,1,Japan
3557,440,42,日本,SoftBank Mobile Corp,1,Japan
3558,440,43,日本,SoftBank Mobile Corp,1,Japan
3559,440,44,日本,SoftBank Mobile Corp,1,Japan
3560,440,45,日本,SoftBank Mobile Corp,1,Japan
3561,440,46,日本,SoftBank Mobile Corp,1,Japan
3562,440,47,日本,SoftBank Mobile Corp,1,Japan
3563,440,48,日本,SoftBank Mobile Corp,1,Japan
3564,440,49,日本,NTT DoCoMo,1,Japan
3565,440,50,日本,KDDI Corporation,1,Japan
3566,440,51,日本,KDDI Corporation,1,Japan
3567,440,52,日本,KDDI Corporation,1,Japan
3568,440,53,日本,KDDI Corporation,1,Japan
3569,440,54,日本,KDDI Corporation,1,Japan
3570,440,55,日本,KDDI Corporation,1,Japan
3571,440,56,日本,KDDI Corporation,1,Japan
3572,440,58,日本,NTT DoCoMo Kansai,1,Japan
3573,440,60,日本,NTT DoCoMo Kansai,1,Japan
3574,440,61,日本,NTT DoCoMo Chugoku,1,Japan
3575,440,62,日本,NTT DoCoMo Kyushu,1,Japan
3576,440,63,日本,NTT DoCoMo,1,Japan
3577,440,64,日本,NTT DoCoMo,1,Japan
3578,440,65,日本,NTT DoCoMo Shikoku,1,Japan
3579,440,66,日本,NTT DoCoMo,1,Japan
3580,440,67,日本,NTT DoCoMo Tohoku,1,Japan
3581,440,68,日本,NTT DoCoMo Kyushu,1,Japan
3582,440,69,日本,NTT DoCoMo,1,Japan
3583,440,70,日本,KDDI Corporation,1,Japan
3584,440,71,日本,KDDI Corporation,1,Japan
3585,440,72,日本,KDDI Corporation,1,Japan
3586,440,73,日本,KDDI Corporation,1,Japan
3587,440,74,日本,KDDI Corporation,1,Japan
3588,440,75,日本,KDDI Corporation,1,Japan
3589,440,76,日本,KDDI Corporation,1,Japan
3590,440,77,日本,KDDI Corporation,1,Japan
3591,440,78,日本,Okinawa Cellular Telephone,1,Japan
3592,440,79,日本,KDDI Corporation,1,Japan
3593,440,80,日本,TU-KA Cellular Tokyo,1,Japan
3594,440,81,日本,TU-KA Cellular Tokyo,1,Japan
3595,440,82,日本,TU-KA Phone Kansai,1,Japan
3596,440,83,日本,TU-KA Cellular Tokai,1,Japan
3597,440,84,日本,TU-KA Phone Kansai,1,Japan
3598,440,85,日本,TU-KA Cellular Tokai,1,Japan
3599,440,86,日本,TU-KA Cellular Tokyo,1,Japan
3600,440,87,日本,NTT DoCoMo Chugoku,1,Japan
3601,440,88,日本,KDDI Corporation,1,Japan
3602,440,89,日本,KDDI Corporation,1,Japan
3603,440,90,日本,SoftBank Mobile Corp,1,Japan
3604,440,92,日本,SoftBank Mobile Corp,1,Japan
3605,440,93,日本,SoftBank Mobile Corp,1,Japan
3606,440,94,日本,SoftBank Mobile Corp,1,Japan
3607,440,95,日本,SoftBank Mobile Corp,1,Japan
3608,440,96,日本,SoftBank Mobile Corp,1,Japan
3609,440,97,日本,SoftBank Mobile Corp,1,Japan
3610,440,98,日本,SoftBank Mobile Corp,1,Japan
3611,440,99,日本,NTT DoCoMo,1,Japan
3612,234,50,英国,Jersey Telecom (JT-Wave),1,United Kingdom
3613,234,55,英国,Cable & Wireless Jersey Limited,1,United Kingdom
3614,234,3,英国,JERSEY AIRTEL LIMITED,1,United Kingdom
3615,416,1,约旦,Jordan Mobile Telephone Services,1,Jordan
3616,416,3,约旦,Umniah Mobile Company,1,Jordan
3617,416,77,约旦,Petra Jordanian Mobile Telecommunications Company,1,Jordan
3618,401,1,哈萨克,KaR-Tel LLP,1,Kazakhstan
3619,401,2,哈萨克,GSM Kazakhstan Ltd,1,Kazakhstan
3620,401,77,哈萨克,Mobile Telecom Service LLP,1,Kazakhstan
3621,639,2,肯尼亚,Safaricom Limited,1,Kenya
3622,639,3,肯尼亚,B Airtel,1,Kenya
3623,639,7,肯尼亚,Telkom Kenya,1,Kenya
3624,639,5,肯尼亚,Econet Wireless Kenya,1,Kenya
3625,545,9,基里巴斯,Telecom Services Kiribati Ltd,1,Kiribati
3626,467,192,北朝鲜,Cheo Technology Jv Company,1,North Korea
3627,467,193,北朝鲜,Korea Posts and Telecommunications Corporation,1,North Korea
3628,450,2,韩国,KT,1,Korea
3629,450,3,韩国,"Shinsegi Telecom, Inc.",1,Korea
3630,450,4,韩国,KT,1,Korea
3631,450,5,韩国,SK Telecom,1,Korea
3632,450,6,韩国,LG Telecom,1,Korea
3633,450,8,韩国,KT,1,Korea
3634,212,1,摩纳哥,PTK - Directory of Post of Kosovo,1,Monaco
3635,293,41,斯洛文尼亚,IPKO,1,Slovenia
3636,293,41,斯洛文尼亚,Dukagjini,1,Slovenia
3637,212,1,摩纳哥,Dardaphone,1,Monaco
3638,419,2,科威特,Zain Kuwait,1,Kuwait
3639,419,3,科威特,National Mobile Telecommunications,1,Kuwait
3640,419,4,科威特,Kuwait Telecommunication Company,1,Kuwait
3641,437,1,吉尔吉斯,Sky Mobile LLC,1,Kyrgyz
3642,437,3,吉尔吉斯,Aktel Ltd,1,Kyrgyz
3643,437,5,吉尔吉斯,Alfa Telecom CJSC,1,Kyrgyz
3644,437,9,吉尔吉斯,NurTelecom LLC,1,Kyrgyz
3645,457,1,老挝,LaoTelecom,1,Laos
3646,457,2,老挝,Enterprise of Telecommunications Lao,1,Laos
3647,457,3,老挝,"Star Telecom Co., Ltd",1,Laos
3648,457,8,老挝,Millicom Lao Co Ltd,1,Laos
3649,247,1,拉脱维亚,Latvian Mobile Telephone,1,Latvia
3650,247,2,拉脱维亚,Tele2,1,Latvia
3651,247,3,拉脱维亚,Telekom Baltija,1,Latvia
3652,247,5,拉脱维亚,Bite Latvija,1,Latvia
3653,247,6,拉脱维亚,Rigatta,1,Latvia
3654,247,7,拉脱维亚,Master Telecom,1,Latvia
3655,247,8,拉脱维亚,IZZI,1,Latvia
3656,247,9,拉脱维亚,Camel Mobile,1,Latvia
3657,415,1,黎巴嫩,MIC 1,1,Lebanon
3658,415,3,黎巴嫩,MIC 2,1,Lebanon
3659,415,5,黎巴嫩,Ogero Telecom,1,Lebanon
3660,651,1,莱索托,Vodacom Lesotho (Pty) Ltd,1,Lesotho
3661,651,2,莱索托,Econet Ezin-cel,1,Lesotho
3662,618,1,利比里亚,Lonestar Communications Corporation,1,Liberia
3663,618,2,利比里亚,Atlantic Wireless (Liberia) Inc.,1,Liberia
3664,618,4,利比里亚,Comium Liberia,1,Liberia
3665,618,7,利比里亚,"Cellcom Telecommunications, Inc",1,Liberia
3666,618,20,利比里亚,Liberia Telecommunications Corporation,1,Liberia
3667,606,0,利比亚,Libyana,1,Libya
3668,606,1,利比亚,Al-Madar Al-Jadeed,1,Libya
3669,606,2,利比亚,Al-Jeel Al-Jadeed,1,Libya
3670,606,3,利比亚,Libya Telecom and Technology (LTT),1,Libya
3671,606,6,利比亚,Hatef Libya,1,Libya
3672,295,1,列支敦士登,Swisscom Schweiz AG,1,Liechtenstein
3673,295,2,列支敦士登,Orange Liechtenstein AG,1,Liechtenstein
3674,295,5,列支敦士登,Mobilkom Liechtenstein AG,1,Liechtenstein
3675,295,77,列支敦士登,Alpcom AG,1,Liechtenstein
3676,295,4,列支敦士登,Cubic Telecom AG,1,Liechtenstein
3677,246,2,立陶宛,UAB Bité Lietuva,1,Lithuania
3678,246,5,立陶宛,Lithuanian Railways,1,Lithuania
3679,246,6,立陶宛,UAB Mediafon,1,Lithuania
3680,270,1,卢森堡,P&T Luxembourg,1,Luxembourg
3681,270,77,卢森堡,Tango SA,1,Luxembourg
3682,270,99,卢森堡,Orange S.A.,1,Luxembourg
3683,455,0,澳门,SmarTone Macao,1,Macao
3684,455,1,澳门,C.T.M. Telemovel+,1,Macao
3685,455,2,澳门,China Telecom,1,Macao
3686,455,3,澳门,Hutchison Telecom,1,Macao
3687,455,4,澳门,C.T.M. Telemovel+,1,Macao
3688,455,5,澳门,Hutchison Telecom,1,Macao
3689,294,1,卢森堡,T-Mobile Macedonia,1,Luxembourg
3690,294,2,卢森堡,One,1,Luxembourg
3691,294,3,卢森堡,VIP Operator,1,Luxembourg
3692,646,1,马达加斯加,Bharti Airtel,1,Madagascar
3693,646,2,马达加斯加,Orange Madagascar S.A.,1,Madagascar
3694,646,3,马达加斯加,Sacel Madagascar S.A.,1,Madagascar
3695,646,4,马达加斯加,Telma Mobile S.A.,1,Madagascar
3696,650,1,马拉维,Telecom Network Malawi,1,Malawi
3697,650,10,马拉维,Bharti Airtel Limited,1,Malawi
3698,502,1,马来西亚,Telekom Malaysia Bhd,1,Malaysia
3699,502,10,马来西亚,DiGi Telecommunications,1,Malaysia
3700,502,11,马来西亚,Telekom Malaysia Bhd [78],1,Malaysia
3701,502,12,马来西亚,Maxis Mobile Services SDN Berhad,1,Malaysia
3702,502,14,马来西亚,Telekom Malaysia Berhad for PSTN SMS,1,Malaysia
3703,502,16,马来西亚,DiGi Telecommunications,1,Malaysia
3704,502,17,马来西亚,Maxis Prepaid,1,Malaysia
3705,502,18,马来西亚,U Mobile Sdn Bhd,1,Malaysia
3706,502,18,马来西亚,Telekom Malaysia Bhd,1,Malaysia
3707,502,19,马来西亚,Celcom Axiata Berhad,1,Malaysia
3708,502,20,马来西亚,Electcoms Wireless Sdn Bhd,1,Malaysia
3709,502,150,马来西亚,Tune Talk Sdn Bhd,1,Malaysia
3710,502,151,马来西亚,Baraka Telecom Sdn Bhd (MVNE),1,Malaysia
3711,502,152,马来西亚,YTL Communications Sdn Bhd,1,Malaysia
3712,472,1,马尔代夫,Dhivehi Raajjeyge Gulhun,1,Maldives
3713,472,2,马尔代夫,Wataniya Telecom Maldives,1,Maldives
3714,610,1,马里共和国,Malitel SA,1,Republic of Mali
3715,610,2,马里共和国,Orange Mali SA,1,Republic of Mali
3716,278,1,马耳他,Vodafone Malta,1,Malta
3717,278,21,马耳他,Mobisle Communications Limited,1,Malta
3718,278,77,马耳他,Melita Plc,1,Malta
3719,609,1,毛里塔尼亚,Mattel,1,Mauritania
3720,609,2,毛里塔尼亚,Chinguitel,1,Mauritania
3721,609,10,毛里塔尼亚,Mauritel Mobiles,1,Mauritania
3722,617,1,毛里求斯,Cellplus Mobile Communications Ltd.,1,Mauritius
3723,617,2,毛里求斯,Mahanagar Telephone (Mauritius) Ltd.,1,Mauritius
3724,617,10,毛里求斯,Emtel Ltd,1,Mauritius
3725,334,10,墨西哥,Nextel México,1,Mexico
3726,334,20,墨西哥,América Móvil / Mextel,1,Mexico
3727,334,30,墨西哥,Pegaso Comunicaciones y Sistemas,1,Mexico
3728,334,40,墨西哥,Iusacell / Unefon,1,Mexico
3729,334,50,墨西哥,Iusacell,1,Mexico
3730,550,1,密克罗尼西亚联邦,FSM EMMANUEL,1,Federated States of Micronesia
3731,259,1,摩尔多瓦,Orange Moldova,1,Moldova
3732,259,2,摩尔多瓦,,1,Moldova
3733,259,3,摩尔多瓦,Interdnestrcom,1,Moldova
3734,259,3,摩尔多瓦,Moldtelecom,1,Moldova
3735,259,4,摩尔多瓦,Eventis Telecom,1,Moldova
3736,259,5,摩尔多瓦,Moldtelecom,1,Moldova
3737,259,99,摩尔多瓦,Moldtelecom,1,Moldova
3738,212,1,摩纳哥,Monaco Telecom,1,Monaco
3739,428,99,蒙古国,Mobicom Corporation,1,Mongolia
3740,428,88,蒙古国,Unitel LLC,1,Mongolia
3741,428,91,蒙古国,Skytel LLC,1,Mongolia
3742,428,98,蒙古国,G-Mobile LLC,1,Mongolia
3743,297,1,黑山共和国,Telenor Montenegro,1,Montenegro
3744,297,2,黑山共和国,T-Mobile Montenegro LLC,1,Montenegro
3745,297,3,黑山共和国,MTEL CG,1,Montenegro
3746,297,4,黑山共和国,T-Mobile Montenegro,1,Montenegro
3747,604,0,摩洛哥,Medi Telecom,1,Morocco
3748,604,1,摩洛哥,Ittissalat Al Maghrib (Maroc Telecom),1,Morocco
3749,604,5,摩洛哥,WANA - Groupe ONA,1,Morocco
3750,643,1,莫桑比克,Mocambique Celular S.A.,1,Mozambique
3751,643,4,莫桑比克,"Vodacom Mozambique, S.A.",1,Mozambique
3752,414,1,缅甸,Myanmar Post and Telecommunication,1,Myanmar
3753,649,1,纳米比亚,MTC Namibia,1,Namibia
3754,649,2,纳米比亚,Telecom Namibia,1,Namibia
3755,649,3,纳米比亚,Orascom Telecom Holding,1,Namibia
3756,536,2,瑙鲁,Digicel (Nauru) Corporation,1,Nauru
3757,429,1,尼泊尔,Nepal Telecom,1,Nepal
3758,429,2,尼泊尔,Ncell Pvt. Ltd. Spice Nepal,1,Nepal
3759,429,4,尼泊尔,Smart Telecom Pvt. Ltd.,1,Nepal
3760,429,3,尼泊尔,Nepal Telecom,1,Nepal
3761,204,1,荷兰,VastMobiel B.V.,1,Netherlands
3762,204,2,荷兰,Tele2 Nederland B.V.,1,Netherlands
3763,204,3,荷兰,Voiceworks B.V.,1,Netherlands
3764,204,4,荷兰,hollandsnieuwe,1,Netherlands
3765,204,5,荷兰,Elephant Talk Communications Premium Rate Services,1,Netherlands
3766,204,6,荷兰,Mundio Mobile (Netherlands) Ltd,1,Netherlands
3767,204,7,荷兰,Teleena (MVNE),1,Netherlands
3768,204,8,荷兰,KPN Mobile The Netherlands B.V.,1,Netherlands
3769,204,9,荷兰,Lycamobile Netherlands Limited,1,Netherlands
3770,204,10,荷兰,KPN B.V.,1,Netherlands
3771,204,12,荷兰,KPN Mobile The Netherlands B.V.,1,Netherlands
3772,204,13,荷兰,Unica Installatietechniek B.V.,1,Netherlands
3773,204,14,荷兰,6GMOBILE B.V.,1,Netherlands
3774,204,15,荷兰,Ziggo B.V.,1,Netherlands
3775,204,16,荷兰,T-Mobile Netherlands B.V,1,Netherlands
3776,204,17,荷兰,Intercity Mobile Communications B.V.,1,Netherlands
3777,204,18,荷兰,UPC Nederland B.V.,1,Netherlands
3778,204,19,荷兰,Mixe Communication Solutions B.V.,1,Netherlands
3779,204,20,荷兰,T-Mobile Netherlands B.V,1,Netherlands
3780,204,21,荷兰,ProRail B.V.,1,Netherlands
3781,204,22,荷兰,Ministerie van Defensie,1,Netherlands
3782,204,23,荷兰,ASPIDER Solutions Nederland B.V.,1,Netherlands
3783,204,24,荷兰,Private Mobility Nederland B.V.,1,Netherlands
3784,204,25,荷兰,CapX B.V.,1,Netherlands
3785,204,26,荷兰,SpeakUp B.V.,1,Netherlands
3786,204,27,荷兰,Breezz Nederland B.V.,1,Netherlands
3787,204,67,荷兰,RadioAccess B.V.,1,Netherlands
3788,204,68,荷兰,Unify Group Holding B.V.,1,Netherlands
3789,204,69,荷兰,KPN Mobile The Netherlands B.V.,1,Netherlands
3790,362,51,库拉索(荷兰王国),Telcell N.V.,1,Curacao (Kingdom of the Netherlands)
3791,362,69,库拉索(荷兰王国),Curaao Telecom N.V.,1,Curacao (Kingdom of the Netherlands)
3792,362,91,库拉索(荷兰王国),Setel N.V.,1,Curacao (Kingdom of the Netherlands)
3793,362,95,库拉索(荷兰王国),E.O.C.G. Wireless,1,Curacao (Kingdom of the Netherlands)
3794,362,94,库拉索(荷兰王国),Bòbò Frus N.V.,1,Curacao (Kingdom of the Netherlands)
3795,546,1,新喀里多尼亚(法国),OPT New Caledonia,1,New Caledonia (France)
3796,530,0,新西兰,Telecom New Zealand,1,New Zealand
3797,530,1,新西兰,Vodafone New Zealand,1,New Zealand
3798,530,2,新西兰,Telecom New Zealand,1,New Zealand
3799,530,3,新西兰,Woosh Wireless New Zealand,1,New Zealand
3800,530,4,新西兰,TelstraClear New Zealand,1,New Zealand
3801,530,5,新西兰,Telecom New Zealand,1,New Zealand
3802,530,24,新西兰,2degrees,1,New Zealand
3803,710,21,尼加拉瓜,"Empresa Nicaragüense de Telecomunicaciones, S.A.",1,Nicaragua
3804,710,30,尼加拉瓜,"Telefonía Celular de Nicaragua, S.A.",1,Nicaragua
3805,710,73,尼加拉瓜,Servicios de Comunicaciones S.A.,1,Nicaragua
3806,614,2,尼日,Bharti Airtel Limited,1,Niger
3807,614,3,尼日,Telecel Niger SA,1,Niger
3808,614,4,尼日,Orange Niger,1,Niger
3809,621,20,尼日利亚,Bharti Airtel Limited,1,Nigeria
3810,621,30,尼日利亚,MTN Nigeria Communications Limited,1,Nigeria
3811,621,40,尼日利亚,Nigerian Mobile Telecommunications Limited,1,Nigeria
3812,621,50,尼日利亚,Globacom Ltd,1,Nigeria
3813,621,60,尼日利亚,Emerging Markets Telecommunication Services Ltd,1,Nigeria
